Expression,Meaning,Reading,Grammar,Additional_meaning,Marqueurs
結構,"splendid, nice, wonderful, delicious, sweet",結構[けっこう],"Na-adjective, Adverbial noun, Noun","""sufficient, fine (in the sense of """"I'm fine""""), (by implication) no thank you; well enough, OK, tolerable; quite, reasonably, fairly, tolerably; construction, architecture""",jlpt-n5 jlpt-n5
毎年,"every year, yearly, annually",毎年[まいとし],Temporal noun,,jlpt-n5 jlpt-n5
兄弟,"siblings, brothers and sisters",兄弟[きょうだい],Noun,"brothers; siblings-in-law, brothers-in-law, sisters-in-law; mate, friend",jlpt-n5 jlpt-n5
来月,next month,来月[らいげつ],"Adverbial noun, Temporal noun",,jlpt-n5
五,five,五[ご],Numeric,,jlpt-n5 jlpt-n5
飲み物,"drink, beverage",飲[の]み 物[もの],Noun,,jlpt-n5 jlpt-n5
牛乳,(cow's) milk,牛乳[ぎゅうにゅう],Noun,,jlpt-n5 jlpt-n5
弱い,"weak, frail, delicate, tender, unskilled, weak (wine)",弱[よわ]い,I-adjective,,jlpt-n5 jlpt-n5
三,three,三[さん],Numeric,tri-,jlpt-n1 jlpt-n5
大丈夫,"safe, secure, sound, problem-free, without fear, all right, alright, OK, okay",大丈夫[だいじょうぶ],Na-adjective,"certainly, surely, undoubtedly; no thanks, I'm good, that's alright; great man, fine figure of a man",jlpt-n5 jlpt-n5
黒い,black,黒[くろ]い,I-adjective,"dark, blackish, sun-tanned (skin); suspicious, criminal, illicit; darkened and dirty, sooty, covered in dirt; evil, wicked, black-hearted; inauspicious, ill-boding, unlucky",jlpt-n5 jlpt-n5
半分,half,半分[はんぶん],"Adverbial noun, Noun",,jlpt-n5 jlpt-n5
皆さん,"all, everyone, everybody",皆[みな]さん,Noun,,jlpt-n5 jlpt-n5
押す,"to push, to press",押[お]す,"Godan verb with su ending, Transitive verb","to apply pressure from above, to press down; to stamp (i.e. a passport), to apply a seal; to affix (e.g. gold leaf); to press (someone for something), to urge, to compel, to influence; to overwhelm, to overpower, to repress; to push (events along), to advance (a plan); to do in spite of ..., to do even though ..., to force; to make sure; to be pressed for time; to advance troops, to attack; (of light) to be diffused across an entire surface",jlpt-n5 jlpt-n5
勤める,"to work (for), to be employed (at), to serve (in)",勤[つと]める,"Ichidan verb, Transitive verb","to serve (as), to act (as), to fill (the position of), to play the role (of); to conduct a religious service",jlpt-n2 jlpt-n5 jlpt-n2 jlpt-n5
熱い,hot (thing),熱[あつ]い,I-adjective,"passionate (feelings, etc.), ardent, hot (e.g. gaze); hot (e.g. temper); zealous, enthusiastic, fired up; intense, severe, extreme; hot (topic), of interest",jlpt-n5 jlpt-n5
三つ,three,三[みっ]つ,Numeric,,jlpt-n5
果物,fruit,果物[くだもの],Noun,,jlpt-n5 jlpt-n5
今週,this week,今週[こんしゅう],"Adverbial noun, Temporal noun",,jlpt-n5 jlpt-n5
甘い,"sweet-tasting, sweet, sugary, sugared",甘[あま]い,I-adjective,"fragrant (smelling), sweet (music); lightly salted, light in salt, not spicy; naive, overly optimistic, soft on, generous, indulgent, easy-going, lenient; half-hearted, not finished properly; insufficient, not satisfactory, inadequate, loose; mild; tempting, enticing, luring",jlpt-n5 jlpt-n5
右,"right, right hand side",右[みぎ],Noun,"afore-mentioned (esp. in vertical Japanese writing), foregoing, forgoing, above",jlpt-n5
晩,evening,晩[ばん],"Adverbial noun, Temporal noun",counter for nights,jlpt-n5 jlpt-n5
幾つ,how many?,幾[いく]つ,Adverb,how old?,jlpt-n3 jlpt-n5 jlpt-n3 jlpt-n5
大勢,"crowd of people, great number of people",大勢[おおぜい],"Noun, No-adjective",in great numbers,jlpt-n5 jlpt-n5
階段,"stairs, stairway, staircase",階段[かいだん],Noun,,jlpt-n5 jlpt-n5
張る,"to stick, to paste, to affix",張[は]る,"Godan verb with ru ending, Transitive verb","to stretch, to spread, to strain, to tighten, to put up (tent); to form (e.g. ice on a pond); to fill, to swell; to stick out, to put, to slap; to be expensive; to keep a watch on, to be on the lookout; to become one tile away from completion; to span, to generate",jlpt-n3 jlpt-n5 jlpt-n3 jlpt-n5
夕方,"evening, dusk",夕方[ゆうがた],"Adverbial noun, Temporal noun",,jlpt-n5 jlpt-n5
低い,"low (rank, degree, value, content, quality, etc.)",低[ひく]い,I-adjective,"low (position), close to the ground; short (height); deep (voice), in a low key, low (volume)",jlpt-n5 jlpt-n5
左,"left, left hand side",左[ひだり],"Noun, No-adjective",,jlpt-n5
毎週,every week,毎週[まいしゅう],"Adverbial noun, Temporal noun",,jlpt-n5 jlpt-n5
下手,"unskillful, poor, awkward",下手[へた],"Na-adjective, Noun","imprudent, untactful",jlpt-n5 jlpt-n5
千,"1,000, thousand",千[せん],Numeric,,jlpt-n5 jlpt-n5
渡す,"to ferry across (e.g. a river), to carry across, to traverse",渡[わた]す,"Godan verb with su ending, Transitive verb","to lay across, to build across; to hand over, to hand in, to pass, to give, to transfer",jlpt-n5 jlpt-n5
午前,"morning, a.m.",午前[ごぜん],"Adverbial noun, Temporal noun",,jlpt-n5 jlpt-n5
丸い,"round, circular, spherical",丸[まる]い,I-adjective,"harmonious, calm",jlpt-n3 jlpt-n2 jlpt-n5 jlpt-n3 jlpt-n2 jlpt-n5
便利,"convenient, handy, useful",便利[べんり],Na-adjective,,jlpt-n5 jlpt-n5
今月,this month,今月[こんげつ],"Adverbial noun, Temporal noun",,jlpt-n5 jlpt-n5
浴びる,"to dash over oneself (e.g. water), to take (e.g. shower), to bask in (e.g. the sun), to bathe in, to be flooded with (e.g. light), to be covered in",浴[あ]びる,"Ichidan verb, Transitive verb","to suffer (e.g. an attack), to draw (e.g. criticism, attention, praise), to have heaped upon, to be showered with",jlpt-n3 jlpt-n5
半,"half, semi-",半[はん],"Noun, Noun - used as a prefix",half-past; odd number; unit of land area (595.8 m^2),jlpt-n5
洋服,Western-style clothes (cf. traditional Japanese clothes),洋服[ようふく],Noun,,jlpt-n5 jlpt-n5
撮る,to take (a photo),撮[と]る,"Godan verb with ru ending, Transitive verb","to record (video, audio, etc.), to make (a film)",jlpt-n5 jlpt-n5
締める,"to tie, to fasten, to tighten",締[し]める,"Ichidan verb, Transitive verb","to wear (necktie, belt), to put on; to total, to sum; to be strict with; to economize, to economise, to cut down on; to salt, to marinate, to pickle, to make sushi adding a mixture of vinegar and salt",jlpt-n5 jlpt-n5
文章,"writing, composition, essay, article, prose, (writing) style",文章[ぶんしょう],Noun,sentence,jlpt-n5 jlpt-n5
八,eight,八[はち],Numeric,,jlpt-n5 jlpt-n5
薄い,thin,薄[うす]い,I-adjective,"pale, light, faint; watery, thin, dilute; weak (taste, etc.), little (affection, etc.) not much (of a presence); slim (probability, etc.), small; sparse, patchy, scattered",jlpt-n5 jlpt-n5
横,"horizontal (as opposed to vertical), lying down",横[よこ],Noun,"side-to-side (as opposed to front-to-back), width, breadth; side (of a box, etc.); beside, aside, next to; unconnected",jlpt-n5 jlpt-n5
四つ,four,四[よっ]つ,Numeric,four years of age; ten o'clock (old time system); cross grips,jlpt-n5 jlpt-n5
六,six,六[ろく],Numeric,,jlpt-n1 jlpt-n5 jlpt-n1 jlpt-n5
丈夫,"healthy, robust, strong, solid, durable",丈夫[じょうぶ],Na-adjective,,jlpt-n5 jlpt-n5
毎晩,every night,毎晩[まいばん],"Adverbial noun, Temporal noun",,jlpt-n5 jlpt-n5
東,east,東[ひがし],Noun,,jlpt-n5 jlpt-n5
晴れ,"clear weather, fine weather",晴[は]れ,"Noun, No-adjective","formal, ceremonial, public; cleared of suspicion",jlpt-n5 jlpt-n5
五つ,five,五[い]つ,Numeric,,jlpt-n5 jlpt-n5
細い,"thin, slender, fine",細[ほそ]い,I-adjective,unlucky,jlpt-n5 jlpt-n5
廊下,"corridor, hallway, passageway",廊下[ろうか],Noun,,jlpt-n5
太い,"fat, thick",太[ふと]い,I-adjective,"deep (of a voice), thick, sonorous; daring, shameless, brazen, audacious",jlpt-n5
縦,"the vertical, height",縦[たて],Noun,"front-to-back, length; north-to-south; vertical (relationship), hierarchy; (weaving) warp",jlpt-n3 jlpt-n5 jlpt-n3 jlpt-n5
九つ,nine,九[ここの]つ,Numeric,,jlpt-n5 jlpt-n5
留学生,"overseas student, exchange student",留学生[りゅうがくせい],Noun,,jlpt-n5 jlpt-n5
七つ,seven,七[なな]つ,Numeric,,jlpt-n5 jlpt-n5
一昨年,year before last,一昨年[いっさくねん],"Adverbial noun, Temporal noun",,jlpt-n2 jlpt-n5 jlpt-n2 jlpt-n5
人,"man, person",人[ひと],Noun,"human being, mankind, people; human (Homo sapiens), humans as a species; character, personality; man of talent, true man; another person, other people, others; adult",jlpt-n5 jlpt-n5
居る,"to be (of animate objects), to exist",居[い]る,"Ichidan verb, intransitive verb","to stay; to be ...-ing, to have been ...-ing",jlpt-n5 jlpt-n5
其れ,"that (indicating an item or person near the listener, the action of the listener, or something on their mind), it",其[そ]れ,Pronoun,"that time, then; there (indicating a place near the listener); you",jlpt-n3 jlpt-n1 jlpt-n5
物,"thing, object, article, stuff, substance",物[もの],Noun,"one's things, possessions, property, belongings; things, something, anything, everything, nothing; quality; reason, the way of things; used to emphasize emotion, judgment, etc., used to indicate a common occurrence in the past (after a verb in past tense), used to indicate a general tendency, used to indicate something that should happen; item classified as ..., item related to ..., work of ...; cause of ..., cause for ...; somehow, somewhat, for some reason; really, truly",jlpt-n5 jlpt-n5
家,"house, residence, dwelling",家[いえ],Noun,"family, household; lineage, family name",jlpt-n5 jlpt-n5
本,"book, volume, script",本[ほん],Noun,"this, present; main, head; real, regular; counter for long cylindrical things, counter for films, TV shows, etc., counter for goals, home runs, etc., counter for telephone calls",jlpt-n5 jlpt-n5
迚も,"very, awfully, exceedingly",迚[とて]も,Adverb,"(not) at all, by no means, simply (cannot)",jlpt-n1 jlpt-n5
会う,"to meet, to encounter, to see",会[あ]う,"Godan verb with u ending, intransitive verb","to have an accident, to have a bad experience",jlpt-n2 jlpt-n5 jlpt-n2 jlpt-n5
好き,"liked, well-liked, favourite, favorite",好[す]き,"Na-adjective, Noun","in love (with), loved, romantically interested (in); faddism, eccentricity; the way one likes, (as) it suits one; refined taste, elegant pursuits",jlpt-n5 jlpt-n5
分かる,"to understand, to comprehend, to grasp, to see, to get, to follow",分[わ]かる,"Godan verb with ru ending, intransitive verb","to become clear, to be known, to be discovered, to be realized, to be realised, to be found out",jlpt-n2 jlpt-n5 jlpt-n2 jlpt-n5 jlpt-n2 jlpt-n5
聞く,to hear,聞[き]く,"Godan verb with ku ending, Transitive verb","to listen (e.g. to music); to ask, to enquire, to query; to learn of, to hear about; to follow (advice), to comply with; to smell (esp. incense), to sample fragrance",jlpt-n5 jlpt-n5
所,"place, spot, scene, site",所[ところ],"Noun, Suffix","address; district, area, locality; one's house; point, aspect, side, facet; passage (in text), part; space, room; thing, matter; whereupon, as a result; about to, on the verge of; was just doing, was in the process of doing, have just done, just finished doing",jlpt-n5 jlpt-n5
先,"previous, prior, former, first, earlier, some time ago, preceding",先[さき],"Noun, No-adjective, Noun - used as a suffix, Prefix","point (e.g. pencil), tip, end, nozzle; head (of a line), front; ahead, the other side; the future, hereafter; destination; the other party",jlpt-n5 jlpt-n5
何時も,"always, usually, every time",何時[いつ]も,"Adverb, Noun",never,jlpt-n3 jlpt-n1 jlpt-n5
書く,"to write, to compose, to pen",書[か]く,"Godan verb with ku ending, Transitive verb","to draw, to paint",jlpt-n5 jlpt-n5
沢山,"a lot, lots, plenty, many, a large number, much, a great deal, a good deal",沢山[たくさん],"No-adjective, Na-adjective, Noun, Adverbial noun","enough, sufficient; enough, too many, too much",jlpt-n1 jlpt-n5
入る,"to enter, to go into",入[はい]る,"Godan verb with ru ending, intransitive verb","to break into; to join, to enroll; to contain, to hold, to accommodate; to have (an income of); to get, to receive, to score",jlpt-n5 jlpt-n5
置く,"to put, to place",置[お]く,"Godan verb with ku ending, Transitive verb","to leave (behind); to establish (an organization, a facility, a position, etc.), to set up; to appoint (someone to a certain position), to hire, to employ; to place (one's trust, one's faith, etc.), to bear (in mind, etc.); to put down a tool (e.g. a pen) hence stopping what one is doing with that tool; to take in (boarders, etc.), to provide lodging in one's house; to separate spatially or temporally; to do something in advance; to leave something in a certain state, to keep something in a certain state",jlpt-n5 jlpt-n5
何処,"where, what place",何処[どこ],Pronoun,"how much (long, far), what extent",jlpt-n1 jlpt-n5
住む,"to live (of humans), to reside, to inhabit, to dwell, to abide",住[す]む,"Godan verb with mu ending, intransitive verb",,jlpt-n5
食べる,to eat,食[た]べる,"Ichidan verb, Transitive verb","to live on (e.g. a salary), to live off, to subsist on",jlpt-n5 jlpt-n5
歩く,to walk,歩[ある]く,"Godan verb with ku ending, intransitive verb",,jlpt-n5 jlpt-n5
働く,"to work, to labor, to labour",働[はたら]く,"Godan verb with ku ending, intransitive verb","to function, to operate, to be effective, to work (i.e. ... works), to come into play; to commit (e.g. a crime), to perpetrate, to do, to act, to practise, to practice; to be conjugated",jlpt-n5 jlpt-n5
着く,"to arrive at, to reach",着[つ]く,"Godan verb with ku ending, intransitive verb","to sit on, to sit at (e.g. the table)",jlpt-n5 jlpt-n5
上,"above, up, over, elder (e.g. daughter)",上[うえ],"Noun, No-adjective, Adverbial noun, Noun - used as a suffix","""top, summit, head (e.g. of a staircase); surface; before, previous; superiority, one's superior, one's elder; on top of that, besides, what's more, not only ... but; upon (further inspection, etc.), based on (and occurring after); matters concerning ..., as concerns ...; since (i.e. """"for that reason""""); honorable, venerable; place of one's superior (e.g. the throne); emperor, sovereign, shogun, daimyo; noblewoman (esp. the wife of a nobleman)""",jlpt-n5 jlpt-n5
悪い,"bad, poor, undesirable",悪[わる]い,I-adjective,"poor (quality), inferior, insufficient; evil, sinful; ugly, not beautiful; at fault, to blame, in the wrong; bad (at doing something); unprofitable, unbeneficial; sorry, (my) bad, unforgivable",jlpt-n5 jlpt-n5
教える,"to teach, to instruct",教[おし]える,"Ichidan verb, Transitive verb","to tell, to inform; to preach",jlpt-n5 jlpt-n5
降る,"to fall (of rain, snow, ash, etc.), to come down",降[ふ]る,"Godan verb with ru ending, intransitive verb","to form (of frost); to beam down (of sunlight or moonlight), to pour in; to visit (of luck, misfortune, etc.), to come, to arrive",jlpt-n5 jlpt-n5
死ぬ,"to die, to pass away",死[し]ぬ,"Godan verb with nu ending, Irregular nu verb, intransitive verb","to lose spirit, to lose vigor, to look dead; to cease, to stop",jlpt-n5 jlpt-n5
帰る,"to return, to come home, to go home, to go back",帰[かえ]る,"Godan verb with ru ending, intransitive verb","to leave; to get home, to get to home plate",jlpt-n5
忘れる,"to forget, to leave carelessly, to be forgetful of, to forget about, to forget (an article)",忘[わす]れる,"Ichidan verb, Transitive verb",,jlpt-n5 jlpt-n5
多い,"many, numerous, a lot",多[おお]い,I-adjective,"large quantity, large amount; frequent, common",jlpt-n5 jlpt-n5
出掛ける,"to go out (e.g. on an excursion or outing), to leave, to depart, to start, to set out",出掛[でか]ける,"Ichidan verb, intransitive verb","to be about to leave, to be just going out",jlpt-n2 jlpt-n5
若い,"young, youthful",若[わか]い,I-adjective,"immature, green; low (number), small",jlpt-n5 jlpt-n5
掛かる,"to take (a resource, e.g. time or money)",掛[か]かる,"Godan verb with ru ending, intransitive verb","to hang; to come into view, to arrive; to come under (a contract, a tax); to start (engines, motors); to attend, to deal with, to handle; to have started to, to be on the verge of; to overlap (e.g. information in a manual), to cover; to (come) at; to be fastened; to be covered (e.g. with dust, a table-cloth, etc.); to be caught in; to get a call; to depend on",jlpt-n3 jlpt-n5 jlpt-n3 jlpt-n5
同じ,"same, identical, equal, uniform, equivalent, similar, common (origin), changeless, alike",同[おな]じ,"Noun or verb acting prenominally, Noun","anyway, anyhow, in either case",jlpt-n5 jlpt-n5
起きる,"to get up, to rise, to blaze up (fire)",起[お]きる,"Ichidan verb, intransitive verb","to wake up, to be awake, to stay awake; to occur (usu. of unfavourable incidents), to happen, to take place",jlpt-n5 jlpt-n5
座る,"to sit, to squat",座[すわ]る,"Godan verb with ru ending, intransitive verb","to assume (a position); to hold steady, to hold still",jlpt-n5 jlpt-n5
店,"store, shop, establishment, restaurant",店[みせ],Noun,,jlpt-n5 jlpt-n5
入れる,"to put in, to let in, to take in, to bring in, to insert, to set (a jewel, etc.), to ink in (e.g. a tattoo)",入[い]れる,"Ichidan verb, Transitive verb","to admit, to accept, to employ, to hire; to accept, to comply, to grant, to adopt (a policy, etc.), to take (advice, etc.), to listen to, to pay attention to; to include; to pay (one's rent, etc.); to cast (a vote); to make (tea, coffee, etc.); to turn on (a switch, etc.); to send (a fax), to call",jlpt-n5 jlpt-n5
何方,who?,何方[どなた],Noun,,jlpt-n1 jlpt-n5
一寸,"a little, a bit, slightly",一寸[ちょっと],Adverb,"just a minute, for a moment, briefly; somewhat, rather, fairly, pretty, quite; (not) easily, (not) readily; hey!, come on, excuse me",jlpt-n1 jlpt-n5
疲れる,"to get tired, to tire",疲[つか]れる,"Ichidan verb, intransitive verb",to be worn out (e.g. of well used objects); to starve,jlpt-n5 jlpt-n5
開ける,"to open (a door, etc.), to unwrap (e.g. parcel, package), to unlock",開[あ]ける,"Ichidan verb, Transitive verb","to open (for business, etc.); to empty, to remove, to make space, to make room; to move out, to clear out; to be away from (e.g. one's house), to leave (temporarily); to dawn, to grow light; to end (of a period, season); to begin (of the New Year); to leave (one's schedule) open, to make time (for); to make (a hole), to open up (a hole)",jlpt-n3 jlpt-n5 jlpt-n3 jlpt-n5
何故,"why, how",何故[なぜ],Adverb,,jlpt-n1 jlpt-n5
一日,one day,一日[いちにち],Noun,first day of the month,jlpt-n1 jlpt-n5 jlpt-n1 jlpt-n5
寒い,cold (e.g. weather),寒[さむ]い,I-adjective,"uninteresting (esp. joke), lame, dull, weak, corny",jlpt-n5 jlpt-n5
見せる,"to show, to display",見[み]せる,"Ichidan verb, Transitive verb",,jlpt-n5 jlpt-n5
違う,"to differ (from), to vary",違[ちが]う,"Godan verb with u ending, intransitive verb","to not be in the usual condition; to not match the correct (answer, etc.); to be different from promised; isn't it?, wasn't it?",jlpt-n5 jlpt-n5
如何して,"how, in what way, by what means",如何[どう]して,Adverb,"why, for what reason, for what purpose, what for; cannot possibly; no way",jlpt-n1 jlpt-n5
付ける,"to attach, to join, to add, to append, to affix, to stick, to glue, to fasten, to sew on, to apply (ointment)",付[つ]ける,"Ichidan verb, Transitive verb","to furnish (a house with); to wear, to put on; to keep a diary, to make an entry; to appraise, to set (a price); to allot, to budget, to assign; to bring alongside; to place (under guard or doctor); to follow, to shadow; to load, to give (courage to); to keep (an eye on); to establish (relations or understanding); to turn on (light); to produce flowers, to produce fruit",jlpt-n3 jlpt-n2 jlpt-n5 jlpt-n3 jlpt-n2 jlpt-n5
覚える,"to memorize, to memorise, to commit to memory, to learn by heart, to bear in mind, to remember",覚[おぼ]える,"Ichidan verb, Transitive verb","to learn, to pick up, to acquire; to feel; to think, to regard",jlpt-n5 jlpt-n5
近く,"near, neighbourhood, neighborhood, vicinity",近[ちか]く,"Noun, No-adjective, Adverbial noun","""nearly (e.g. """"it took nearly one year""""), close to; shortly, soon""",jlpt-n5 jlpt-n5
風,"wind, breeze, draught, draft",風[かぜ],Noun,"manner, behaviour, behavior; cold, influenza",jlpt-n5 jlpt-n5
困る,"to be troubled, to have difficulty, to be in a fix, to be at a loss, to be stumped, to be embarrassed",困[こま]る,"Godan verb with ru ending, intransitive verb","to be bothered, to be inconvenienced, to be annoyed; to be badly off, to be hard up, to be in straitened circumstances",jlpt-n5 jlpt-n5
生まれる,to be born,生[う]まれる,"Ichidan verb, intransitive verb",,jlpt-n5 jlpt-n5
丁度,"exactly, precisely, just, right",丁度[ちょうど],Adverb,"as if, as though, quite",jlpt-n1 jlpt-n5
初めて,for the first time,初[はじ]めて,"Adverb, No-adjective","only after ... is it ..., only when ... do you ...",jlpt-n5 jlpt-n5
始まる,"to begin, to start, to commence",始[はじ]まる,"Godan verb with ru ending, intransitive verb","to happen (again), to begin (anew); to date (from), to originate (in)",jlpt-n5 jlpt-n5
貸す,"to lend, to loan",貸[か]す,"Godan verb with su ending, Transitive verb","to rent out, to hire out",jlpt-n5 jlpt-n5
奇麗,"pretty, lovely, beautiful, fair",奇麗[きれい],Na-adjective,"clean, clear, pure, tidy, neat; completely, entirely",jlpt-n1 jlpt-n5
幾ら,"how much?, how many?",幾[いく]ら,"Adverb, Noun","even, even if",jlpt-n3 jlpt-n5 jlpt-n3 jlpt-n5
空,"sky, the air, the heavens",空[そら],Noun,"weather; far-off place, distant place; state of mind, feeling; (from) memory, (by) heart; falsehood, lie; somehow, vaguely; fake",jlpt-n5 jlpt-n5
弾く,to play (a stringed or keyboard instrument),弾[ひ]く,"Godan verb with ku ending, Transitive verb",,jlpt-n5 jlpt-n5
暑い,"hot, warm, sultry, heated",暑[あつ]い,I-adjective,"passionate, impassioned, burning (desire, etc.); on everybody's mind, on the radar, du jour, interested (gaze, etc.)",jlpt-n5 jlpt-n5
遊ぶ,"to play, to enjoy oneself, to have a good time",遊[あそ]ぶ,"Godan verb with bu ending, intransitive verb","to mess about (with alcohol, gambling, philandery, etc.); to be idle, to do nothing, to be unused; to go to (for pleasure or for study); to intentionally throw a ball to lower the batter's concentration",jlpt-n5 jlpt-n5
然し,"however, but",然[しか]し,Conjunction,,jlpt-n1 jlpt-n5
無くす,"to lose (something), to mislay",無[な]くす,"Godan verb with su ending, Transitive verb","to get rid of, to eliminate, to remove",jlpt-n2 jlpt-n5 jlpt-n2 jlpt-n5
色々,"various, all sorts of, variety of",色々[いろいろ],"Na-adjective, No-adjective, Adverb, Adverb taking the 'to' particle, Noun",various colors (colours),jlpt-n1 jlpt-n5
渡る,"to cross over, to go across",渡[わた]る,"Godan verb with ru ending, intransitive verb","to extend, to cover, to range, to span",jlpt-n5 jlpt-n5
暗い,"dark, gloomy, murky",暗[くら]い,I-adjective,"depressed, dispirited, down in the dumps, dark (mood); dark (in colour), dull; ill-boding, dark (e.g. past), suspicious; unlikely (to succeed), hopeless, unpromising; unfamiliar (with), ignorant (of)",jlpt-n5 jlpt-n5
此方,"this way (direction close to the speaker or towards the speaker), this direction",此方[こちら],Noun,"here (place close to the speaker or where the speaker is); this one (something physically close to the speaker); I, me, we, us; this person (someone physically close to the speaker and of equal or higher status)",jlpt-n5
重い,"heavy, weighty",重[おも]い,I-adjective,"heavy (feeling), depressed, gloomy, blue, uneasy; slow, sluggish, lumbering, ponderous, clumsy; important (position, responsibility, etc.), serious, grave; serious (punishment, illness, etc.), severe, critical; solid, established, dignified, sensible",jlpt-n5 jlpt-n5
今晩,"tonight, this evening",今晩[こんばん],"Adverbial noun, Temporal noun",,jlpt-n5 jlpt-n5
美味しい,"delicious, tasty, sweet",美味[おい]しい,I-adjective,"attractive, appealing, convenient, favorable, desirable, profitable",jlpt-n1 jlpt-n5
消す,"to erase, to delete, to cross out",消[け]す,"Godan verb with su ending, Transitive verb","to turn off power; to extinguish, to put out; to bump off",jlpt-n5
易しい,"easy, plain, simple",易[やさ]しい,I-adjective,,jlpt-n5 jlpt-n5
閉める,"to close, to shut",閉[し]める,"Ichidan verb, Transitive verb",,jlpt-n5 jlpt-n5
安い,"cheap, inexpensive",安[やす]い,I-adjective,"calm, peaceful, quiet",jlpt-n5 jlpt-n5
遠い,"far, distant, far away, a long way off, in the distance",遠[とお]い,I-adjective,"distant (past), remote (in time), remote, far-removed (in time); distant (relationship or kinship), having little to do (with someone); far (from something else in quality, degree, etc.), not similar, way off; hard (of hearing); nearsighted",jlpt-n5 jlpt-n5
短い,short,短[みじか]い,I-adjective,,jlpt-n5 jlpt-n5
晴れる,"to clear up, to clear away, to be sunny, to stop raining",晴[は]れる,"Ichidan verb, intransitive verb","to refresh (e.g. spirits); to be cleared (e.g. of a suspicion); to be dispelled, to be banished",jlpt-n5 jlpt-n5
曲がる,"to bend, to curve, to warp, to wind, to twist",曲[ま]がる,"Godan verb with ru ending, intransitive verb","to turn; to be awry, to be askew, to be crooked",jlpt-n1 jlpt-n5 jlpt-n1 jlpt-n5
消える,"to go out, to vanish, to disappear",消[き]える,"Ichidan verb, intransitive verb",,jlpt-n5
冷たい,"cold (to the touch), chilly, icy, freezing",冷[つめ]たい,I-adjective,"coldhearted, unfeeling, indifferent, unfriendly",jlpt-n5 jlpt-n5
青い,"blue, azure",青[あお]い,I-adjective,"green; pale, gray, grey; unripe, inexperienced",jlpt-n5 jlpt-n5
吹く,"to blow (e.g. wind), to play a wind instrument",吹[ふ]く,"Godan verb with ku ending, Transitive verb, intransitive verb","to whistle; to laugh, to burst into laughter; to smelt, to mint; to brag, to talk big",jlpt-n5
頁,page,頁[ページ],"Noun, Counter",,jlpt-n5
奥さん,"wife, your wife, his wife, married lady, madam",奥[おく]さん,Noun,,jlpt-n2 jlpt-n5 jlpt-n2 jlpt-n5
引く,"to pull, to tug, to lead (e.g. a horse)",引[ひ]く,"Godan verb with ku ending, Transitive verb","to draw (attention, sympathy, etc.), to attract (e.g. interest); to draw back (e.g. one's hand), to draw in (one's chin, stomach, etc.), to pull in; to draw (a card, mahjong tile, etc.); to draw (a line, plan, etc.); to catch (a cold); to play (a stringed or keyboard instrument); to look up (in a dictionary, phone book, etc.), to consult, to check; to haul, to pull (vehicles); to subtract, to deduct; to recede, to ebb, to fade; to be descend from, to inherit (a characteristic); to quote, to cite, to raise (as evidence); to lay on (electricity, gas, etc.), to install (e.g. a telephone), to supply (e.g. water); to hold (e.g. a note); to apply (e.g. lipstick), to oil (e.g. a pan), to wax (e.g. a floor); to move back, to draw back, to recede; to lessen, to subside, to ebb; to resign, to retire, to quit",jlpt-n5
段々,"gradually, by degrees, little by little, more and more, increasingly",段々[だんだん],"Adverb, Adverb taking the 'to' particle","steps, stairs, staircase, terrace",jlpt-n1 jlpt-n5
習う,"to take lessons in, to be taught, to learn (from a teacher), to study (under a teacher), to get training in",習[なら]う,"Godan verb with u ending, Transitive verb",,jlpt-n5 jlpt-n5
彼処,"there (place physically distant from both speaker and listener), over there, that place, yonder, you-know-where",彼処[あそこ],Pronoun,"genitals, private parts, nether regions; that far (something psychologically distant from both speaker and listener), that much, that point",jlpt-n1 jlpt-n5
狭い,"narrow, confined, small, cramped",狭[せま]い,I-adjective,"limited, narrow-minded, confining",jlpt-n5 jlpt-n5
軽い,"light (i.e. not heavy), feeling light (i.e. offering little resistance, moving easily)",軽[かる]い,I-adjective,"light (i.e. of foot), effortless, nimble, agile; non-serious, minor, unimportant, trivial; slight, small, gentle, soft, easy, lighthearted (e.g. joke); easy, simple; indiscriminate",jlpt-n5 jlpt-n5
脱ぐ,"to take off (clothes, shoes, etc.), to undress",脱[ぬ]ぐ,"Godan verb with gu ending, Transitive verb",,jlpt-n5 jlpt-n5
万,"10,000, ten thousand",万[まん],Numeric,"myriad; everything, all; various",jlpt-n5 jlpt-n5
煩い,"noisy, loud",煩[うるさ]い,I-adjective,"annoying, troublesome, tiresome, persistent, importunate; fussy, finicky, picky, particular, nagging, fastidious, bossy; shut up!, be quiet!",jlpt-n1 jlpt-n5
並ぶ,"to line up, to stand in a line",並[なら]ぶ,"Godan verb with bu ending, intransitive verb","to rival, to match, to equal",jlpt-n5 jlpt-n5
吸う,"to smoke, to breathe in, to inhale",吸[す]う,"Godan verb with u ending, Transitive verb","to suck, to sip, to slurp; to absorb, to soak up; to kiss",jlpt-n5
詰らない,"dull, uninteresting, boring, tedious",詰[つま]らない,I-adjective,"insignificant, unimportant, trifling, trivial, worthless; absurd, foolish, silly, stupid; useless, pointless, disappointing",jlpt-n1 jlpt-n5
閉まる,"to be shut, to close, to be closed",閉[し]まる,"Godan verb with ru ending, intransitive verb","to be firm (of a body, face, etc.), to be well-knit; to be locked; to tighten, to be tightened; to become sober, to become tense",jlpt-n5 jlpt-n5
