Expression,Meaning,Reading,Grammar,Additional_meaning,Marqueurs
家賃,rent,家賃[やちん],Noun,,jlpt-n3 jlpt-n3
同僚,"coworker, co-worker, colleague, associate",同僚[どうりょう],Noun,,jlpt-n3 jlpt-n3
引退,retirement,引退[いんたい],"Noun, Suru verb",,jlpt-n3 jlpt-n3
発達,"development, growth",発達[はったつ],"Noun, Suru verb",,jlpt-n3 jlpt-n3
表面,"surface, face",表面[ひょうめん],"Noun, No-adjective","outside, exterior; appearances, superficiality",jlpt-n3 jlpt-n3
技師,"engineer, technician",技師[ぎし],Noun,,jlpt-n3 jlpt-n3
小麦,wheat,小麦[こむぎ],Noun,,jlpt-n3 jlpt-n3
月曜,Monday,月曜[げつよう],"Adverbial noun, Temporal noun",,jlpt-n3 jlpt-n3
後者,the latter,後者[こうしゃ],"Noun, No-adjective",,jlpt-n3 jlpt-n3
思わず,"unconsciously, involuntarily, instinctively, reflexively, spontaneously, unintentionally, in spite of oneself",思[おも]わず,Adverb,,jlpt-n3 jlpt-n3
通過,"passing through (a tunnel, station, town, etc.), passing by (e.g. of a typhoon), transit",通過[つうか],"Noun, Suru verb","passage (of a bill, e.g. through parliament), carriage; passing (an examination, inspection, etc.), clearing",jlpt-n3 jlpt-n3
真っ赤,"bright red, deep red, flushed (of face)",真[ま]っ 赤[か],"Na-adjective, Noun","downright (e.g. lie), complete, utter",jlpt-n3 jlpt-n3
食糧,"food (esp. staple food such as rice or wheat), provisions, rations, food supply",食糧[しょくりょう],Noun,,jlpt-n3 jlpt-n3
住民,"inhabitant, resident, citizen, population",住民[じゅうみん],Noun,,jlpt-n3 jlpt-n3
請求,"claim, demand, charge, application, request, billing (for a service)",請求[せいきゅう],"Noun, Suru verb",,jlpt-n3 jlpt-n3
泳ぎ,swimming,泳[およ]ぎ,Noun,,jlpt-n3 jlpt-n3
九,nine,九[きゅう],Numeric,,jlpt-n3 jlpt-n3
温暖,"warm, mild, temperate",温暖[おんだん],"Na-adjective, Noun",,jlpt-n3 jlpt-n3
男子,"youth, young man",男子[だんし],Noun,,jlpt-n3 jlpt-n3
差,"difference, variation",差[さ],"Noun, Noun - used as a suffix",difference,jlpt-n3 jlpt-n3
女子,"woman, girl",女子[じょし],"Noun, No-adjective",,jlpt-n3 jlpt-n1 jlpt-n3 jlpt-n1
救助,"relief, aid, rescue",救助[きゅうじょ],"Noun, Suru verb",,jlpt-n3 jlpt-n3
上京,proceeding to the capital (Tokyo),上京[じょうきょう],"Noun, Suru verb",,jlpt-n3 jlpt-n3
化粧,"make-up, makeup, cosmetics",化粧[けしょう],"Noun, Suru verb",,jlpt-n3 jlpt-n3
王子,prince,王子[おうじ],Noun,subordinate Kumano shrine,jlpt-n3 jlpt-n3
見解,"opinion, point of view",見解[けんかい],Noun,,jlpt-n3 jlpt-n3
単に,"simply, merely, only, solely",単[たん]に,Adverb,,jlpt-n3 jlpt-n3
予測,"prediction, estimation",予測[よそく],"Noun, Suru verb",,jlpt-n3 jlpt-n3
学問,"scholarship, study, learning",学問[がくもん],"Noun, Suru verb","discipline, branch of learning, (a) science",jlpt-n3 jlpt-n3
非常,emergency,非常[ひじょう],"Noun, Na-adjective, No-adjective","extraordinary, unusual",jlpt-n3 jlpt-n3
支度,"preparation, arrangements",支度[したく],"Noun, Suru verb",,jlpt-n3 jlpt-n3
徹夜,staying up all night,徹夜[てつや],"Noun, Suru verb, No-adjective",,jlpt-n3 jlpt-n3
意外,"unexpected, surprising",意外[いがい],"Na-adjective, Adverb taking the 'to' particle, Noun",,jlpt-n3 jlpt-n3
機能,"function, facility, faculty, feature",機能[きのう],"Noun, Suru verb",,jlpt-n3 jlpt-n3
印象,impression,印象[いんしょう],"Noun, Suru verb",,jlpt-n3 jlpt-n3
笑顔,"smiling face, smile",笑顔[えがお],"Noun, Suru verb",,jlpt-n3 jlpt-n3
積極的,"positive, assertive, active, proactive, aggressive",積極的[せっきょくてき],Na-adjective,,jlpt-n3 jlpt-n3
単純,"simple, plain, uncomplicated, straightforward",単純[たんじゅん],"Na-adjective, Noun",,jlpt-n3 jlpt-n3
棒,"pole, rod, stick",棒[ぼう],Noun,,jlpt-n3 jlpt-n3
単なる,"mere, simple, sheer",単[たん]なる,Pre-noun adjectival,,jlpt-n3 jlpt-n3
適度,"moderate (degree), proper (amount), temperate, suitable",適度[てきど],"Na-adjective, No-adjective, Noun",,jlpt-n3 jlpt-n3
抵抗,"resistance, opposition, standing up to",抵抗[ていこう],"Noun, Suru verb","reluctance, repulsion, repugnance; resistance, drag, friction; electrical resistance; resistor",jlpt-n3 jlpt-n3
虫歯,"cavity, tooth decay, decayed tooth, dental caries",虫歯[むしば],Noun,,jlpt-n3 jlpt-n3
破産,"bankruptcy, insolvency",破産[はさん],"Noun, Suru verb",,jlpt-n3 jlpt-n3
疲れ,"tiredness, fatigue",疲[つか]れ,Noun,,jlpt-n3 jlpt-n3
流す,"to drain, to pour, to spill, to shed (blood, tears)",流[なが]す,"Godan verb with su ending, Transitive verb","to wash away; to distribute (e.g. electricity over wires, music over a PA system, etc.), to circulate, to broadcast, to beam; to cruise (e.g. taxi); to float, to set adrift; to call off (a meeting, etc.); to exile, to banish",jlpt-n3 jlpt-n3
普段,"usual, normal, everyday, habitual, ordinary",普段[ふだん],"No-adjective, Noun","usually, normally, generally, habitually, always",jlpt-n3 jlpt-n3
連続,"continuation, succession, series",連続[れんぞく],"Noun, Suru verb",,jlpt-n3 jlpt-n3
雰囲気,"atmosphere, mood, ambience, ambiance, aura, feel",雰囲気[ふんいき],Noun,"a certain air, presence, special aura, something (about someone)",jlpt-n3 jlpt-n3
操作,"operation, management, handling",操作[そうさ],"Noun, Suru verb","manipulating (to one's benefit), manipulation, influencing",jlpt-n3 jlpt-n3
実施,"enforcement, implementation, putting into practice, carrying out, operation, working (e.g. working parameters), enactment",実施[じっし],"Noun, Suru verb",,jlpt-n3 jlpt-n3
宿泊,"accommodation, lodging",宿泊[しゅくはく],"Noun, Suru verb",,jlpt-n3 jlpt-n3
場面,"scene, setting (e.g. of novel)",場面[ばめん],"Noun, No-adjective",,jlpt-n3 jlpt-n3
勤め,"service, duty, business, responsibility, task",勤[つと]め,Noun,Buddhist religious services,jlpt-n3 jlpt-n3
金額,amount of money,金額[きんがく],Noun,,jlpt-n3 jlpt-n3
大会,"convention, tournament, mass meeting, rally",大会[たいかい],"Noun, No-adjective",,jlpt-n3 jlpt-n3
妙,"strange, weird, odd, curious",妙[みょう],"Na-adjective, Noun","wonder, mystery, miracle, excellence; cleverness, adroitness, knack, skill",jlpt-n3 jlpt-n3
前者,the former,前者[ぜんしゃ],Noun,,jlpt-n3 jlpt-n3
苦しい,"painful, difficult, tough, hard",苦[くる]しい,I-adjective,"distressing, (psychologically) difficult, stressful, awkward (e.g. position); straitened (circumstances), tight (financial situation), needy, struggling; strained (interpretation, explanation, etc.), lame (e.g. excuse), forced (e.g. smile), far-fetched; hard to do, unpleasant",jlpt-n3 jlpt-n3
指導,"guidance, leadership, instruction, direction, coaching",指導[しどう],"Noun, Suru verb",shido (disciplinary action for a minor infringement of the rules of judo),jlpt-n3 jlpt-n3
夜明け,"dawn, daybreak",夜明[よあ]け,Noun,,jlpt-n3 jlpt-n3
重視,"regarding as important, attaching importance to, taking a serious view of, putting emphasis on",重視[じゅうし],"Noun, Suru verb",,jlpt-n3 jlpt-n3
倒す,"to throw down, to bring down, to blow down, to fell, to knock down, to set (something) down on its side, to turn (something) on its side",倒[たお]す,"Godan verb with su ending, Transitive verb","to kill, to defeat, to beat; to overthrow, to trip up, to ruin; to leave unpaid, to cheat",jlpt-n3 jlpt-n3
両替,"change, money exchange",両替[りょうがえ],"Noun, Suru verb",,jlpt-n3 jlpt-n3
刺激,"stimulus, impetus, incentive, encouragement, motivation, provocation, excitement, thrill",刺激[しげき],"Noun, Suru verb",,jlpt-n3 jlpt-n3
物理,"physics, law of nature",物理[ぶつり],"Noun, No-adjective",,jlpt-n3 jlpt-n3
主婦,"housewife, mistress (of the house), homemaker",主婦[しゅふ],Noun,,jlpt-n3 jlpt-n3
症状,"symptoms, condition (of a patient)",症状[しょうじょう],"Noun, No-adjective",,jlpt-n3 jlpt-n3
成人,"adult (esp. person 20 years old or over), grownup",成人[せいじん],Noun,"becoming an adult, coming of age, growing up (to be a man, woman)",jlpt-n3 jlpt-n3
清潔,"clean, hygienic, sanitary",清潔[せいけつ],"Na-adjective, Noun","pure, virtuous, immaculate",jlpt-n3 jlpt-n3
悲劇,"tragedy, tragic drama, tragic play",悲劇[ひげき],Noun,"tragedy, calamity, disaster",jlpt-n3 jlpt-n3
死亡,"death, mortality",死亡[しぼう],"Noun, No-adjective","to die, to pass away",jlpt-n3 jlpt-n3
材料,"ingredients, material",材料[ざいりょう],Noun,"material (for a novel, experiment, etc.), subject matter, data; basis (for a decision), grounds, evidence; (market) factor",jlpt-n3 jlpt-n3
演技,"acting, performance",演技[えんぎ],"Noun, Suru verb, No-adjective",,jlpt-n3 jlpt-n3
設計,"plan, design, layout",設計[せっけい],"Noun, Suru verb",,jlpt-n3 jlpt-n3
粗末,"crude, rough, plain, humble, shabby",粗末[そまつ],"Na-adjective, Noun",,jlpt-n3 jlpt-n3
欠陥,"defect, fault, flaw, deformity, deficiency, shortage, gap",欠陥[けっかん],Noun,,jlpt-n3 jlpt-n3
格好,"shape, form, figure, posture, pose",格好[かっこう],Noun,"appearance; state, situation; suitable, fit, reasonable; about",jlpt-n3 jlpt-n3
担当,"being in charge (of an area of responsibility), being responsible (for a work role, etc.)",担当[たんとう],"Noun, Suru verb",,jlpt-n3 jlpt-n3
限界,"limit, bound",限界[げんかい],"Noun, No-adjective",,jlpt-n3 jlpt-n3
仲,"relation, relationship",仲[なか],Noun,,jlpt-n3 jlpt-n3
交際,"company, friendship, association, society, acquaintance",交際[こうさい],"Noun, Suru verb",,jlpt-n3 jlpt-n3
一時,one o'clock,一時[いちじ],Temporal noun,"once, at one time, formerly, before; for a time, for a while, for the time being, for the present, for the moment, temporarily; a time, one time, once",jlpt-n3 jlpt-n3
入場,"entrance, admission, entering",入場[にゅうじょう],"Noun, Suru verb",,jlpt-n3 jlpt-n3
半ば,"middle, half, semi, halfway, partly",半[なか]ば,"Adverbial noun, Noun, Noun - used as a suffix",,jlpt-n3 jlpt-n3
支出,"expenditure, disbursement, expenses",支出[ししゅつ],"Noun, Suru verb",,jlpt-n3 jlpt-n3
不正,"injustice, unfairness, wrongdoing, iniquity, impropriety, irregularity, dishonesty, illegality, fraud",不正[ふせい],"Noun, Na-adjective",,jlpt-n3 jlpt-n3
進学,"entering a higher-level school, esp. going on to university",進学[しんがく],"Noun, Suru verb",,jlpt-n3 jlpt-n3
農民,"farmer, peasant",農民[のうみん],"Noun, No-adjective",,jlpt-n3 jlpt-n3
特徴,"feature, trait, characteristic, peculiarity, distinction",特徴[とくちょう],Noun,,jlpt-n3 jlpt-n3
活気,"energy, liveliness",活気[かっき],Noun,,jlpt-n3 jlpt-n3
委員,committee member,委員[いいん],Noun,,jlpt-n3 jlpt-n3
礼儀,"manners, courtesy, etiquette",礼儀[れいぎ],Noun,,jlpt-n3 jlpt-n3
修正,"amendment, correction, revision, modification, alteration, retouching, update, fix",修正[しゅうせい],"Noun, Suru verb",,jlpt-n3 jlpt-n3
幅,"width, breadth",幅[はば],Noun,"freedom (e.g. of thought), latitude; gap, difference (e.g. in price), range (e.g. of voice)",jlpt-n3 jlpt-n3
依頼,"request, commission, entrusting (with a matter)",依頼[いらい],"Noun, Suru verb","dependence, reliance",jlpt-n3 jlpt-n3
最低,"least, lowest, minimum",最低[さいてい],"No-adjective, Na-adjective, Noun","worst; awful, horrible, nasty, disgusting; at the very least",jlpt-n3 jlpt-n3
推薦,"recommendation, referral, endorsement",推薦[すいせん],"Noun, Suru verb, No-adjective",,jlpt-n3 jlpt-n3
生地,"cloth, fabric, material, texture",生地[きじ],Noun,"dough, batter; inherent quality, one's true character, one's true colours; unglazed pottery; skin with no make-up",jlpt-n3 jlpt-n3
審判,"refereeing, trial, judgement, judgment, umpire, referee",審判[しんぱん],"Noun, Suru verb",,jlpt-n3 jlpt-n1 jlpt-n3 jlpt-n1
急激,"sudden, abrupt, rapid, sharp, drastic, radical",急激[きゅうげき],Na-adjective,,jlpt-n3 jlpt-n3
地区,"district, section, sector",地区[ちく],"Noun, No-adjective",,jlpt-n3 jlpt-n3
党,party (political),党[とう],"Noun, Noun - used as a suffix","faction, -ite",jlpt-n3 jlpt-n3
生き物,"living thing, living creature, animal, life",生[い]き 物[もの],Noun,,jlpt-n3 jlpt-n3
完了,"completion, conclusion",完了[かんりょう],"Noun, Suru verb, No-adjective","perfect (tense, form, aspect)",jlpt-n3 jlpt-n3
支店,"branch office, branch store",支店[してん],Noun,,jlpt-n3 jlpt-n3
厄介,"trouble, burden, nuisance, bother, worry",厄介[やっかい],"Na-adjective, Noun","care, dependence, support, kindness, obligation, staying (with a person)",jlpt-n3 jlpt-n3
装置,"equipment, device, installation, apparatus",装置[そうち],"Noun, Suru verb",stage setting,jlpt-n3 jlpt-n3
整理,"sorting, arrangement, organization, putting in order, adjustment, regulation",整理[せいり],"Noun, Suru verb","liquidation, settlement, consolidation, clearance (e.g. debt), paying off; retrenchment, curtailment, cutting down, disposal",jlpt-n3 jlpt-n3
課,lesson,課[か],"Noun, Noun - used as a suffix","section (in an organization), division, department; counter for lessons and chapters (of a book)",jlpt-n3 jlpt-n3
拡大,"magnification, enlargement, expansion, amplification",拡大[かくだい],"Noun, Suru verb",,jlpt-n3 jlpt-n3
支給,"provision, supply, payment, allowance, grant",支給[しきゅう],"Noun, Suru verb",,jlpt-n3 jlpt-n3
予期,"expectation, assume will happen, forecast",予期[よき],"Noun, Suru verb",,jlpt-n3 jlpt-n3
基本,"basics, fundamentals, basis, foundation",基本[きほん],"Noun, No-adjective",,jlpt-n3 jlpt-n3
記念,"commemoration, celebration, honoring the memory of something, turning something into a memento, memory",記念[きねん],"Noun, Suru verb",,jlpt-n3 jlpt-n3
刑事,(police) detective,刑事[けいじ],Noun,criminal matter,jlpt-n3 jlpt-n3
収める,"to dedicate, to make an offering, to pay (fees)",収[おさ]める,"Ichidan verb, Transitive verb","to supply; to store; to finish, to bring to a close; to restore (something to its place); to achieve (e.g. a result)",jlpt-n3 jlpt-n2 jlpt-n3 jlpt-n2
手間,"time, labour, labor",手間[てま],Noun,,jlpt-n3 jlpt-n3
本人,"the person in question, the person themselves, said person",本人[ほんにん],Noun,,jlpt-n3 jlpt-n3
設備,"equipment, facilities, installation, accommodations, conveniences, arrangements",設備[せつび],"Noun, Suru verb",,jlpt-n3 jlpt-n3
発行,"publication, issue (of journal, newspaper, etc.)",発行[はっこう],"Noun, Suru verb","issue (of banknotes, bonds, passport, etc.); raising an event (software)",jlpt-n3 jlpt-n3
全国,"countrywide, nationwide, whole country, national",全国[ぜんこく],"Noun, No-adjective",,jlpt-n3 jlpt-n3
土曜,Saturday,土曜[どよう],"Adverbial noun, Noun",,jlpt-n3 jlpt-n3
読み,reading,読[よ]み,Noun,,jlpt-n3 jlpt-n3
続き,"continuation, rest (of the story, work, etc.), next instalment, sequel",続[つづ]き,Noun,"flow (e.g. of a piece of writing), pacing (of a story); succession (of), sequence, series, spell, stretch, streak, run",jlpt-n3 jlpt-n3
微妙,"subtle, delicate, fine",微妙[びみょう],"Na-adjective, Noun","difficult, complex, tricky, delicate (situation, position, etc.), close (e.g. decision); doubtful, questionable, dicey; not great, iffy",jlpt-n3 jlpt-n3
正式,"due form, official, formality",正式[せいしき],"Na-adjective, No-adjective, Noun",,jlpt-n3 jlpt-n3
掲示,"notice, bulletin, post, posting, placard",掲示[けいじ],"Noun, Suru verb",,jlpt-n3 jlpt-n3
迎え,"meeting, greeting, welcome",迎[むか]え,Noun,,jlpt-n3 jlpt-n3
券,"ticket, coupon, bond, certificate",券[けん],"Noun, Noun - used as a suffix",,jlpt-n3 jlpt-n3
長期,long-term,長期[ちょうき],"No-adjective, Noun",,jlpt-n3 jlpt-n3
豪華,"wonderful, gorgeous, splendor, splendour, pomp, extravagance",豪華[ごうか],"Na-adjective, Noun",,jlpt-n3 jlpt-n3
決まり,"rule, regulation",決[き]まり,"Noun, No-adjective","settlement, conclusion, end, agreement, arrangement; habit, custom, habitual way; countenance in front of another person, face; love relationship between a customer and a prostitute",jlpt-n3 jlpt-n3
幕,"curtain, bunting",幕[まく],Noun,act (in play),jlpt-n3 jlpt-n1 jlpt-n3 jlpt-n1
語学,"study of language, linguistics",語学[ごがく],Noun,foreign language study,jlpt-n3 jlpt-n3
大気,atmosphere,大気[たいき],Noun,"magnanimity, generosity",jlpt-n3 jlpt-n3
必死,"frantic, frenetic, desperate",必死[ひっし],"Na-adjective, No-adjective",inevitable death; brinkmate (inevitable checkmate),jlpt-n3 jlpt-n3
向い,"facing, opposite, across the street, other side",向[むか]い,"Noun, No-adjective",,jlpt-n3
水準,"level, standard",水準[すいじゅん],Noun,water level,jlpt-n3 jlpt-n3
敬意,"respect, honour, honor",敬意[けいい],Noun,,jlpt-n3 jlpt-n3
強力,"powerful, strong",強力[きょうりょく],"Na-adjective, Noun",,jlpt-n3 jlpt-n3
迷惑,"trouble, bother, annoyance, nuisance, inconvenience",迷惑[めいわく],"Noun, Na-adjective","to be troubled (by), to be bothered (by), to be inconvenienced (by)",jlpt-n3 jlpt-n3
愉快,"pleasant, delightful, enjoyable, joyful, cheerful, amusing, happy",愉快[ゆかい],"Na-adjective, Noun",,jlpt-n3 jlpt-n3
裁判,"trial, judgement, judgment",裁判[さいばん],"Noun, Suru verb, No-adjective",,jlpt-n3 jlpt-n3
出会い,"meeting, rendezvous, encounter",出会[であ]い,Noun,confluence,jlpt-n3 jlpt-n3
集まり,"gathering, meeting, assembly, collection, attendance",集[あつ]まり,Noun,,jlpt-n3 jlpt-n3
図,"drawing, picture, diagram, figure, illustration, chart, graph",図[ず],"Noun, Noun - used as a suffix","sight, scene",jlpt-n3 jlpt-n3
予防,"prevention, precaution, protection against",予防[よぼう],"Noun, Suru verb, No-adjective",,jlpt-n3 jlpt-n3
飛行,"aviation, flight, flying",飛行[ひこう],Noun,"to fly, to take a flight",jlpt-n3 jlpt-n3
孫,grandchild,孫[まご],Noun,,jlpt-n3 jlpt-n3
陸,"land, shore",陸[りく],Noun,,jlpt-n3 jlpt-n3
輪,"ring, circle, loop",輪[わ],Noun,hoop; wheel; circle (e.g. of friends),jlpt-n3 jlpt-n3
盛り,"peak (e.g. of cherry blossom season), height (e.g. of summer)",盛[さか]り,"Noun, Noun - used as a suffix","prime (of one's life), one's best days; rutting, being in heat",jlpt-n3 jlpt-n3
組,set (of items),組[くみ],"Noun, Noun - used as a suffix","group (of people), class (of students), company (esp. construction), family (i.e. mafia), team; typesetting, composition",jlpt-n3 jlpt-n3
騒ぎ,"uproar, disturbance",騒[さわ]ぎ,"Noun, Noun - used as a suffix",,jlpt-n3 jlpt-n3
地,"earth, ground, land, soil",地[ち],"Noun, Noun - used as a suffix","place; territory; bottom (of a package, book, etc.); earth (one of the five elements)",jlpt-n3 jlpt-n3
係,"charge, duty, person in charge, official, clerk",係[かかり],Noun,"connection, linking",jlpt-n3 jlpt-n1 jlpt-n3 jlpt-n1
年中,"whole year, all year round, throughout the year",年中[ねんじゅう],Noun,"always, all the time, perpetually; during an era; middle class (of a nursery school, etc.)",jlpt-n3 jlpt-n3
問い,"question, query",問[と]い,Noun,,jlpt-n3 jlpt-n3
方々,"they (of people), gentlemen (of the ...)",方々[かたがた],Noun,you (usu. plural); various,jlpt-n3 jlpt-n3
心理,"state of mind, mentality, psychology",心理[しんり],Noun,,jlpt-n3 jlpt-n3
違反,"violation, offense, offence, breach, transgression, infringement, contravention",違反[いはん],"Noun, Suru verb",,jlpt-n3 jlpt-n3
順,"order, turn",順[じゅん],"Noun, Noun - used as a suffix","obedient, docile, submissive, meek",jlpt-n3 jlpt-n3
負け,"defeat, loss, losing (a game)",負[ま]け,Noun,"failing to live up to (one's name, looks, etc.); discount, loss (on a sale)",jlpt-n3 jlpt-n3
中学,"middle school, junior high school",中学[ちゅうがく],Noun,,jlpt-n3 jlpt-n3
通信,"correspondence, communication, transmission, news, signal, telecommunications",通信[つうしん],"Noun, Suru verb",,jlpt-n3 jlpt-n3
野,"plain, field",野[の],Noun,hidden (structural) member; wild; lacking a political post,jlpt-n3 jlpt-n3
宿,"lodging, inn, hotel",宿[やど],Noun,"house, home, dwelling; home of a servant's parents (or guarantor, etc.)",jlpt-n3 jlpt-n3
稲,rice plant,稲[いね],Noun,,jlpt-n3 jlpt-n3
金曜,Friday,金曜[きんよう],"Adverbial noun, Temporal noun",,jlpt-n3 jlpt-n3
事務,"office work, clerical work, administration, business, affairs",事務[じむ],Noun,,jlpt-n3 jlpt-n3
日常,"everyday, daily, ordinary, usual, routine, regular",日常[にちじょう],"No-adjective, Adverbial noun, Temporal noun",,jlpt-n3 jlpt-n3
移す,"to change, to swap, to substitute, to transfer",移[うつ]す,"Godan verb with su ending, Transitive verb","to change the object of one's interest or focus; to spend or take time; to infect; to permeate something with the smell or colour of something; to move on to the next or different stage of (a plan, etc.)",jlpt-n3 jlpt-n3
予報,"forecast, prediction",予報[よほう],"Noun, Suru verb",,jlpt-n3 jlpt-n3
気味,"sensation, feeling",気味[きみ],Noun,"tendency, propensity",jlpt-n3 jlpt-n3
始まり,"origin, beginning",始[はじ]まり,Noun,,jlpt-n3 jlpt-n3
候補,"candidate, contender, prospect, pick, choice, list",候補[こうほ],Noun,"candidacy, candidature, nomination",jlpt-n3 jlpt-n3
天然,"nature, spontaneity",天然[てんねん],"Noun, No-adjective",natural airhead,jlpt-n3 jlpt-n3
通行,"passage (of people, traffic), passing",通行[つうこう],"Noun, Suru verb",common usage,jlpt-n3 jlpt-n3
革,leather,革[かわ],Noun,,jlpt-n3 jlpt-n3
沖,open sea,沖[おき],Noun,Okinawa,jlpt-n3 jlpt-n3
近代,"present day, modern times, recent times",近代[きんだい],Noun,"early modern period (in Japan, usu. from the Meiji Restoration until the end of World War II)",jlpt-n3 jlpt-n3
空き,"space, room, gap, emptiness",空[あ]き,Noun,"vacancy, opening, empty seat; free time, time to spare; disuse, unused thing",jlpt-n3 jlpt-n2 jlpt-n3 jlpt-n2
徹底,"thoroughness, completeness, consistency",徹底[てってい],"Noun, Suru verb","thorough enforcement, seeing to it that a policy, etc. is carried out without exception",jlpt-n3 jlpt-n3
木曜,Thursday,木曜[もくよう],"Adverbial noun, Noun",,jlpt-n3 jlpt-n3
機関,engine,機関[きかん],Noun,"agency, organisation, organization, institution, organ, body; system, facility, facilities",jlpt-n3 jlpt-n3
機嫌,"humour, humor, temper, mood, spirits",機嫌[きげん],Noun,"safety, health, well-being, one's situation; in a good mood, in high spirits, happy, cheery, merry, chipper",jlpt-n3 jlpt-n3
連れ,"companion, company",連[つ]れ,"Noun, Suru verb",,jlpt-n3 jlpt-n3
注,"annotation, explanatory note, comment",注[ちゅう],"Noun, Suru verb",,jlpt-n3 jlpt-n3
境,"border, boundary",境[さかい],Noun,"turning point, watershed; area, region, spot, space, environment; psychological state, mental state; cognitive object, something perceptible by the sense organs or mind",jlpt-n3 jlpt-n3
恩,"favour, favor, obligation, debt of gratitude",恩[おん],Noun,,jlpt-n3 jlpt-n3
題,"title, subject, theme, topic",題[だい],Noun,"problem (on a test), question; counter for questions (on a test)",jlpt-n3 jlpt-n3
自動,"automatic action, automation operation, self-motion",自動[じどう],Noun,intransitive verb,jlpt-n3 jlpt-n3
名人,"master, expert",名人[めいじん],Noun,,jlpt-n3 jlpt-n3
学,"learning, scholarship, study, erudition, knowledge, education",学[がく],Noun,"study of ..., -ology, -ics",jlpt-n3 jlpt-n3
誠に,"indeed, really, absolutely, truly, actually, very, quite",誠[まこと]に,Adverb,,jlpt-n3 jlpt-n1 jlpt-n3 jlpt-n1
見当,"estimate, guess, conjecture, aim",見当[けんとう],Noun,"direction, bearings; registration mark (printing); approximately, about, around",jlpt-n3 jlpt-n3
束,"bundle, bunch, sheaf",束[たば],"Noun, Noun - used as a suffix, Counter",,jlpt-n3 jlpt-n3
可,"passable, acceptable, tolerable, fair",可[か],"Noun, Noun - used as a suffix",,jlpt-n3 jlpt-n3
嫁,"wife, bride",嫁[よめ],Noun,(one's) daughter-in-law,jlpt-n3 jlpt-n3
中古,"used, second-hand, old",中古[ちゅうこ],"Temporal noun, No-adjective",Middle Ages,jlpt-n3 jlpt-n3
縄,"rope, cord",縄[なわ],Noun,policeman's rope,jlpt-n3 jlpt-n3
祝い,"congratulation, congratulations, celebration, festival, congratulatory gift",祝[いわ]い,Noun,,jlpt-n3 jlpt-n3
加減,"degree, extent, amount, balance, state, condition",加減[かげん],"Noun, Noun - used as a suffix","(health) condition, state of health; adjustment, moderation, regulation; addition and subtraction; slight sign of ..., slight state of ...; just right for ...",jlpt-n3 jlpt-n3
定期,"fixed period, fixed term",定期[ていき],Noun,"regular, periodic, periodical; fixed-term commutation pass; fixed-term deposit; futures contracts",jlpt-n3 jlpt-n3
作法,"manners, etiquette, propriety",作法[さほう],Noun,"manner of production (esp. of prose, poetry, etc.), way of making",jlpt-n3 jlpt-n3
参考,"reference, consultation",参考[さんこう],"Noun, No-adjective",,jlpt-n3 jlpt-n3
高速,"high-speed, rapid, express",高速[こうそく],"Na-adjective, No-adjective, Noun","highway, freeway, expressway, motorway",jlpt-n3 jlpt-n3
泉,"spring, fountain",泉[いずみ],Noun,,jlpt-n3 jlpt-n3
図書,books,図書[としょ],Noun,,jlpt-n3
宅,"house, home",宅[たく],"Noun, Noun - used as a suffix",one's husband,jlpt-n3 jlpt-n3
火曜,Tuesday,火曜[かよう],"Adverbial noun, Noun",,jlpt-n3 jlpt-n3
段,"step, stair, (flight of) steps, (row of) stitches, columns (of print)",段[だん],Noun,"grade, rank, level; counter for breaks in written language (or speech, etc.); dan, senior rank in martial arts, go, shogi, etc.",jlpt-n3 jlpt-n3
来,"next (year, etc.)",来[らい],Prefix,"since (last month, etc.)",jlpt-n3 jlpt-n3
局,"bureau, department",局[きょく],"Noun, Noun - used as a suffix","office (e.g. post, telephone), broadcasting station (e.g. television, radio), channel, exchange; affair, situation; game (of go, shogi, etc.)",jlpt-n3 jlpt-n3
現れ,"embodiment, manifestation, materialization, materialisation, expression, indication",現[あらわ]れ,Noun,,jlpt-n3 jlpt-n1 jlpt-n3 jlpt-n1
下り,down-train (going away from Tokyo),下[くだ]り,"Noun, Noun - used as a suffix","down-slope, downward going; southbound",jlpt-n3 jlpt-n3
老い,"old age, old person, the old, the aged",老[お]い,Noun,,jlpt-n3 jlpt-n3
消防,fire fighting,消防[しょうぼう],"Noun, Suru verb","fire department, fire brigade",jlpt-n3 jlpt-n3
大戦,"great war, great battle",大戦[たいせん],Noun,,jlpt-n3 jlpt-n3
今に,"before long, even now",今[いま]に,Adverb,,jlpt-n3 jlpt-n3
御,honorific/polite/humble prefix,御[ご],Prefix,honorific suffix,jlpt-n3 jlpt-n1 jlpt-n3 jlpt-n1
仕舞う,"to finish, to stop, to end, to put an end to, to bring to a close",仕舞[しま]う,"Godan verb with u ending, Transitive verb","to close (a business, etc.), to close down, to shut down, to shut up; to put away, to put back, to keep, to store; to do completely, to finish; to do accidentally, to do without meaning to, to happen to do",jlpt-n3 jlpt-n1
様,"appearing ..., looking ...",様[よう],"Noun - used as a suffix, Noun","way to ..., method of ...ing; form, style, design; like, similar to; thing (thought or spoken)",jlpt-n3 jlpt-n3
貰う,"to receive, to take, to accept",貰[もら]う,"Godan verb with u ending, Transitive verb","to get somebody to do something; to have in one's pocket (a fight, match)",jlpt-n3 jlpt-n3
