Expression,Meaning,Reading,Grammar,Additional_meaning,Marqueurs
行ってらっしゃい,"have a good day, take care, see you",行[い]ってらっしゃい,,,jlpt-n2
憎い,"hateful, abominable, poor-looking, detestable",憎[にく]い,I-adjective,"amazing, fantastic, admirable, lovely, wonderful",jlpt-n2 jlpt-n1
話し中,busy (phone),話[はな]し 中[ちゅう],No-adjective,,jlpt-n2
悔やむ,"to mourn, to lament",悔[く]やむ,"Godan verb with mu ending, Transitive verb","to be sorry, to regret, to repent",jlpt-n2
仕上がる,"to be finished, to be completed, to be done",仕上[しあ]がる,"Godan verb with ru ending, intransitive verb",,jlpt-n2
坊や,boy,坊[ぼう]や,Noun,,jlpt-n2
請う,"to beg, to ask, to request, to invite",請[こ]う,"Godan verb with u ending (special class), Transitive verb",,jlpt-n2
焦がす,"to burn, to scorch, to singe, to char",焦[こ]がす,"Godan verb with su ending, Transitive verb",,jlpt-n2
挟まる,"to get between, to be caught in",挟[はさ]まる,"Godan verb with ru ending, intransitive verb",,jlpt-n2
特長,"forte, merit",特長[とくちょう],Noun,,jlpt-n2
飽くまで,"to the end, to the bitter end, to the last, stubbornly, persistently, consistently, to the utmost",飽[あ]くまで,Adverb,"after all, it must be remembered, only, purely, simply",jlpt-n2
逆様,"inverted, upside down, reversed, back to front",逆様[さかさま],"Na-adjective, No-adjective, Noun",,jlpt-n2
齧る,"to gnaw, to nibble, to bite, to munch, to crunch",齧[かじ]る,"Godan verb with ru ending, Transitive verb","to dabble in, to have a smattering of",jlpt-n2 jlpt-n1
言いつける,"to tell (to do), to order, to charge, to direct",言[い]いつける,"Ichidan verb, Transitive verb","to tell on (someone), to tattle, to report; to often say",jlpt-n2
通り掛かる,to happen to pass by,通[とお]り 掛[か]かる,"Godan verb with ru ending, Transitive verb, intransitive verb",,jlpt-n2 jlpt-n1
御数,"side dish, okazu, side dish (meat, fish, pickles, etc.) accompanying the rice in a typical Japanese meal",御数[おかず],Noun,"food for thought (esp. in the context of conversation, or material for assisting arousal during masturbation); fill, fill-in (drumming)",jlpt-n2 jlpt-n1
バランス,balance,バランス,"Noun, Suru verb",,jlpt-n2
ウール,wool,ウール,Noun,,jlpt-n2
ダム,dam,ダム,Noun,dumb,jlpt-n2
鋸,saw,鋸[のこぎり],Noun,musical saw,jlpt-n2 jlpt-n1
パターン,pattern,パターン,Noun,"behavioural pattern, behavioral pattern, predictability, force of habit",jlpt-n2
ブローチ,brooch,ブローチ,Noun,,jlpt-n2
赤道,equator,赤道[せきどう],"Noun, No-adjective",,jlpt-n2
爪,"nail (e.g. fingernail, toenail), claw, talon, hoof",爪[つめ],Noun,"plectrum, pick; hook, clasp",jlpt-n2
平野,"plain, open field",平野[へいや],Noun,,jlpt-n2
小指,"little finger, pinky",小指[こゆび],Noun,little toe,jlpt-n2
下線,"underline, underscore",下線[かせん],Noun,,jlpt-n2
琴,koto (13-stringed Japanese zither),琴[こと],Noun,"stringed instrument; zheng (Chinese zither), guzheng",jlpt-n2
墨,"sumi, India ink, Chinese ink, ink stick, ink-cake",墨[すみ],Noun,"squid ink, octopus ink; carpenter's inking string",jlpt-n2
その他,"etc., otherwise, besides, in addition, the rest, the others, and so forth",その 他[ほか],"Adverbial noun, Conjunction",,jlpt-n2 jlpt-n1
お辞儀,"bow, bowing",お 辞儀[じぎ],"Noun, Suru verb",,jlpt-n2
バケツ,"bucket, pail",バケツ,Noun,skip,jlpt-n2
ブラウス,blouse,ブラウス,Noun,,jlpt-n2
モデル,"model, dummy, mock-up",モデル,Noun,"model (profession), fashion model; model (of a car, etc.), make, version; model, example, template, standard; model (in model theory), theory; person a fictional character was modeled on, inspiration",jlpt-n2
ステージ,stage,ステージ,Noun,performance,jlpt-n2
ハンドル,handle,ハンドル,Noun,steering wheel; (bicycle) handlebar,jlpt-n2
ピンク,pink,ピンク,"Noun, No-adjective","erotic (usually used in relation to the sex industry), blue, pornographic",jlpt-n2 jlpt-n2
蓋,"cover, lid, cap",蓋[ふた],Noun,,jlpt-n2 jlpt-n1
マラソン,"marathon, long-distance race",マラソン,Noun,malathion,jlpt-n2
リボン,ribbon,リボン,Noun,,jlpt-n2
ダイヤモンド,"diamond (mineral, gemstone)",ダイヤモンド,Noun,"diamond, infield; diamond (card suit)",jlpt-n2
ブラシ,brush,ブラシ,Noun,brushy; blush,jlpt-n2
ネックレス,necklace,ネックレス,Noun,,jlpt-n2
ヘリコプター,helicopter,ヘリコプター,Noun,,jlpt-n2
センチ,"centimeter, centimetre",センチ,Noun,"centi-, 10^-2; sentimental",jlpt-n2
マンション,"condominium (often mid-rise or high-rise concrete), apartment building, apartment house, apartment, flat",マンション,Noun,,jlpt-n2 jlpt-n2
レインコート,"raincoat, mackintosh, macintosh, trench coat",レインコート,Noun,,jlpt-n2
プラットホーム,platform,プラットホーム,Noun,,jlpt-n2
プログラム,"program, programme",プログラム,"Noun, Suru verb",,jlpt-n2
ジャーナリスト,journalist,ジャーナリスト,Noun,,jlpt-n2
アクセント,"accent (on a syllable, word), stress, pitch accent",アクセント,Noun,"intonation, inflection, cadence; (language) accent (e.g. American, British); accent (e.g. in a design), highlight, emphasis; accent (on a note)",jlpt-n2
カバー,"cover, covering, dust jacket",カバー,"Noun, Suru verb","cover song, cover version; coverage; to compensate for (a loss), to offset (a weakness), to back up",jlpt-n2
スタート,start,スタート,"Noun, Suru verb",,jlpt-n2
チョーク,chalk,チョーク,"Noun, No-adjective",choke; chock,jlpt-n2
オーケストラ,orchestra,オーケストラ,Noun,,jlpt-n2
ボーナス,bonus,ボーナス,Noun,,jlpt-n2 jlpt-n2
コンクリート,concrete,コンクリート,Noun,,jlpt-n2
セメント,cement,セメント,Noun,,jlpt-n2
サラリーマン,"office worker, company employee, company man",サラリーマン,Noun,,jlpt-n2 jlpt-n2
インタビュー,"interview (i.e. television, newspaper, etc.)",インタビュー,"Noun, Suru verb",,jlpt-n2
ダイヤル,"dial (e.g. telephone, radio, clock, gauge)",ダイヤル,"Noun, Suru verb",,jlpt-n2
テーマ,"theme, topic, subject matter, motif, project, slogan",テーマ,Noun,,jlpt-n2
シーツ,"sheet, bed sheet",シーツ,Noun,,jlpt-n2
ビタミン,vitamin,ビタミン,Noun,,jlpt-n2
ポスター,poster,ポスター,Noun,,jlpt-n2 jlpt-n2
リズム,rhythm,リズム,Noun,,jlpt-n2
カロリー,calorie,カロリー,"Noun, No-adjective",,jlpt-n2
サイレン,siren,サイレン,"Noun, No-adjective",,jlpt-n2
ロッカー,locker,ロッカー,Noun,rocker,jlpt-n2
ナイロン,nylon,ナイロン,Noun,,jlpt-n2
キャンパス,campus,キャンパス,Noun,,jlpt-n2
ファスナー,"fastener, zipper",ファスナー,Noun,,jlpt-n2
フライパン,"fry pan, frying pan",フライパン,Noun,,jlpt-n2
コンクール,"competition, contest",コンクール,Noun,,jlpt-n2
リットル,litre,リットル,Noun,,jlpt-n2
レジャー,leisure,レジャー,Noun,,jlpt-n2
レンズ,lens,レンズ,Noun,,jlpt-n2
アンテナ,antenna,アンテナ,Noun,thing or method used to collect information or opinions,jlpt-n2
ストップ,stop,ストップ,"Noun, Suru verb",,jlpt-n2
スピーカー,speaker,スピーカー,Noun,,jlpt-n2
スライド,slide,スライド,Noun,"change (in value or situation), proportional change; to slide, to slip; to change (in value, e.g. with a sliding scale), to change (in situation)",jlpt-n2 jlpt-n2
マスク,(face) mask,マスク,Noun,"(facial) features, looks; mask (e.g. for circuit etching)",jlpt-n2
テンポ,tempo,テンポ,Noun,,jlpt-n2
オルガン,organ (musical instrument),オルガン,Noun,,jlpt-n2
ミシン,sewing machine,ミシン,Noun,,jlpt-n2
ミリ,"milli-, 10^-3",ミリ,Prefix,"millimetre, millimeter",jlpt-n2 jlpt-n1
シリーズ,series,シリーズ,"Noun, Noun - used as a suffix",,jlpt-n2
スマート,"smart, stylish",スマート,"Na-adjective, Noun",slim,jlpt-n2
扇子,folding fan,扇子[せんす],Noun,,jlpt-n2 jlpt-n2
チップ,"gratuity, tip",チップ,Noun,chip,jlpt-n2
サンプル,"sample, example, specimen",サンプル,Noun,display model (e.g. plastic food models used by restaurants),jlpt-n2
バンド,band,バンド,Noun,"to perform in a band, to create a (pop) band; The Bund (Shanghai, China)",jlpt-n2
ギャング,gang,ギャング,Noun,gangster,jlpt-n2
ストッキング,stockings,ストッキング,Noun,,jlpt-n2
コレクション,collection,コレクション,Noun,correction,jlpt-n2
イコール,"equal, equivalent",イコール,Na-adjective,"""equals sign, equality sign; equals (as in """"A equals B"""")""",jlpt-n2
コーラス,chorus,コーラス,Noun,,jlpt-n2
エプロン,apron,エプロン,Noun,apron (airport); apron (stage),jlpt-n2
歌留多,"karuta, traditional Japanese playing cards",歌留多[かるた],Noun,,jlpt-n2 jlpt-n1
コース,"course (route, trail, course of study, course of action, plan, option)",コース,Noun,"full course meal (multiple dishes served in sequence), prix fixe meal",jlpt-n2
大凡,"about, roughly, approximately",大凡[おおよそ],Adverb,"generally, on the whole, as a rule; completely, quite, entirely, altogether, totally, not at all (with neg. verb); outline, gist",jlpt-n2
目下,"subordinate, subordinates, inferior, inferiors, junior",目下[めした],Noun,,jlpt-n2
沁み沁み,"keenly, deeply, fully, heartily, seriously, earnestly",沁[し]み 沁[じ]み,"Adverb, Adverb taking the 'to' particle","calmly, quietly, softly; fixedly (e.g. gazing, staring)",jlpt-n2 jlpt-n1
脅かす,"to threaten, to menace, to intimidate",脅[おど]かす,"Godan verb with su ending, Transitive verb","to startle, to frighten, to scare",jlpt-n2 jlpt-n1
羨む,to envy,羨[うらや]む,"Godan verb with mu ending, Transitive verb",,jlpt-n2
大木,large tree,大木[たいぼく],Noun,,jlpt-n2
ひっくり返す,"to turn over, to turn upside down, to turn up, to turn inside out, to turn out",ひっくり 返[かえ]す,"Godan verb with su ending, Transitive verb","to knock over, to tip over; to overturn (e.g. a decision), to upset, to reverse",jlpt-n2
日日,"the number of days, date",日日[ひにち],Noun,,jlpt-n2
お出掛け,"about to start out, just about to leave or go out",お 出掛[でか]け,Noun,"outing, trip",jlpt-n2
白髪,"white hair, grey hair, gray hair",白髪[しらが],"Noun, No-adjective",,jlpt-n2
すれ違う,to pass by one another,すれ 違[ちが]う,"Godan verb with u ending, intransitive verb","to miss meeting each other, to miss each other; to disagree",jlpt-n2 jlpt-n1
お先に,"before, previously",お 先[さき]に,Adverb,ahead; Pardon me for leaving (before you),jlpt-n2 jlpt-n1
父母,"father and mother, parents",父母[ふぼ],Noun,,jlpt-n2 jlpt-n1
関東,"Kanto, region consisting of Tokyo and surrounding prefectures",関東[かんとう],Noun,"Kanto, north-eastern half of Japan (during the feudal era)",jlpt-n2
万歳,"""crying """"banzai"""" (or raising one's hands in the banzai gesture)""",万歳[ばんざい],Noun,"something worthy of celebration; giving up; long time; eternal life (and prosperity); banzai (a celebratory cheer), hurrah (hooray, hurray)",jlpt-n2
お目出度い,"special, auspicious, happy",お 目出度[めでた]い,Noun,"naive, innocent, good-natured, gullible, foolish",jlpt-n2
破く,"to tear, to rip",破[やぶ]く,"Godan verb with ku ending, Transitive verb",,jlpt-n2
炙る,"to warm (e.g. one's hands over a fire), to dry",炙[あぶ]る,"Godan verb with ru ending, Transitive verb","to toast, to grill, to broil, to roast, to scorch",jlpt-n2 jlpt-n1
放る,"to throw, to fling, to hurl, to toss",放[ほう]る,"Godan verb with ru ending, Transitive verb","to neglect, to abandon, to leave alone, to give up on, to leave undone, to leave unfinished",jlpt-n2
順々,"in order, in turn",順々[じゅんじゅん],"Adverb, Noun",,jlpt-n2
茶色い,"light brown, tawny",茶色[ちゃ]い,I-adjective,,jlpt-n2 jlpt-n2
通ずる,"to be open (to traffic), to lead to, to communicate (with)",通[つう]ずる,"Ichidan verb - zuru verb (alternative form of -jiru verbs), intransitive verb","to flow (liquid, current), to pass, to get through to; to be understood, to be comprehended; to be honored, to be good; to be well versed in, to be well-informed; to communicate clandestinely, to keep in touch (e.g. with the enemy); to form a liaison, to be intimate",jlpt-n2
傾らか,"gently sloping, gentle, easy",傾[なだ]らか,"Na-adjective, Noun",smooth,jlpt-n2
此間,"the other day, lately, recently",此間[こないだ],"Adverbial noun, Temporal noun",,jlpt-n2
じゃん拳,"rock, paper, scissors game",じゃん 拳[けん],"Noun, Suru verb",,jlpt-n2 jlpt-n1
点々,"here and there, little by little, sporadically, scattered in drops",点々[てんてん],"Adverb, Adverb taking the 'to' particle","dots, spots",jlpt-n2
繋げる,"to tie, to fasten, to connect, to transfer (phone call)",繋[つな]げる,"Ichidan verb, Transitive verb",,jlpt-n2
挿す,"to insert, to put in",挿[さ]す,"Godan verb with su ending, Transitive verb","to plant (a cutting), to strike; to arrange (flowers); to wear (a sword) in one's belt; to shut, to close, to lock, to fasten",jlpt-n2
通帳,"passbook, bankbook",通帳[つうちょう],Noun,,jlpt-n2
工芸,"industrial arts, craft",工芸[こうげい],"Noun, No-adjective",,jlpt-n2
民謡,"folk song, popular song",民謡[みんよう],Noun,,jlpt-n2
私鉄,private railway,私鉄[してつ],Noun,,jlpt-n2
領事,consul,領事[りょうじ],"Noun, No-adjective",,jlpt-n2
列島,"archipelago, chain of islands",列島[れっとう],Noun,,jlpt-n2
床の間,tokonoma (alcove where art or flowers are displayed),床[とこ]の 間[ま],Noun,,jlpt-n2
消毒,"disinfection, sterilization, sterilisation",消毒[しょうどく],"Noun, Suru verb",,jlpt-n2
踏切,"railway crossing, railroad crossing, train crossing, level crossing",踏切[ふみきり],Noun,"starting line, scratch; determination; stepping over the edge of the ring",jlpt-n2
曲線,curve,曲線[きょくせん],Noun,,jlpt-n2
地下水,underground water,地下水[ちかすい],Noun,,jlpt-n2
半径,radius,半径[はんけい],Noun,,jlpt-n2
文芸,literature,文芸[ぶんげい],Noun,"the arts, art and literature, liberal arts",jlpt-n2
造船,shipbuilding,造船[ぞうせん],"Noun, Suru verb",,jlpt-n2
見出し,"heading, headline, title, caption",見出[みだ]し,Noun,index; headword,jlpt-n2
団地,"multi-unit apartments, apartment complex",団地[だんち],Noun,,jlpt-n2
調味料,"seasoning, flavoring, flavouring, condiment",調味料[ちょうみりょう],Noun,,jlpt-n2
合同,"combination, union, incorporation, amalgamation, fusion",合同[ごうどう],"Noun, Suru verb, No-adjective, Na-adjective",congruence,jlpt-n2
濃度,"concentration, thickness, density",濃度[のうど],Noun,cardinality,jlpt-n2
換気,ventilation,換気[かんき],"Noun, Suru verb, No-adjective",,jlpt-n2
気を付ける,"to be careful, to pay attention, to take care",気[き]を 付[つ]ける,"Expression, Ichidan verb",,jlpt-n2
揶揄う,"to ridicule, to tease, to mock, to chaff, to razz, to banter with, to make fun of, to poke fun at, to make cracks about",揶揄[からか]う,Godan verb with u ending,,jlpt-n2 jlpt-n1
その上,"in addition, furthermore",その 上[うえ],"Conjunction, Adverbial noun","above (which), on top of (which)",jlpt-n2 jlpt-n1
アイデア,idea,アイデア,Noun,,jlpt-n2 jlpt-n1
左様なら,"farewell, adieu, goodbye, so long",左様[さよう]なら,,,jlpt-n2 jlpt-n1
点ける,"to turn on, to switch on, to light up",点[つ]ける,"Ichidan verb, Transitive verb",,jlpt-n2
打つかる,"to strike against, to collide with, to bump into, to conflict",打[ぶ]つかる,"Godan verb with ru ending, intransitive verb","to encounter, to meet; to clash",jlpt-n2
そっと,"softly, gently, quietly",そっと,"Adverb, Suru verb","secretly, stealthily; to leave alone, to leave as it is",jlpt-n2 jlpt-n2
打付ける,"to hit (e.g. one's head), to strike, to crash into",打付[ぶつ]ける,"Ichidan verb, Transitive verb","to throw (e.g. a ball, a question, a demand); to express, to vent (e.g. one's anger)",jlpt-n2 jlpt-n1
火傷,"burn, scald",火傷[やけど],"Noun, Suru verb",,jlpt-n2 jlpt-n1
スケジュール,schedule,スケジュール,"Noun, Suru verb",,jlpt-n2
うっかり,"carelessly, thoughtlessly, inadvertently",うっかり,"Adverb, Adverb taking the 'to' particle, Suru verb",,jlpt-n2
彼此,"this and that, this or that, one thing or another, this way and that",彼此[あれこれ],"Adverb, Pronoun","around, about, round about, roughly, nearly, almost",jlpt-n2 jlpt-n1
くっ付く,"to adhere to, to stick to, to cling to",くっ 付[つ]く,"Godan verb with ku ending, intransitive verb","to keep close to, to go along with; to get involved with, to be thick with, to become intimate",jlpt-n2 jlpt-n1
ドキドキ,"thump-thump, bang-bang, pit-a-pat, pitapat, pitter-patter",ドキドキ,"Adverb, Adverb taking the 'to' particle","to beat fast (of one's heart), to throb, to pound, to palpitate",jlpt-n2
ぶつぶつ,"grunt, grumble, complaint, mutter",ぶつぶつ,"Noun, Adverb, Adverb taking the 'to' particle","pimples, spots, eruption, rash; cutting into small pieces; simmering",jlpt-n2
プラスチック,plastic,プラスチック,"Noun, No-adjective",,jlpt-n2
しつこい,"insistent, obstinate, persistent, tenacious",しつこい,I-adjective,"too rich (taste, etc.), fatty, heavy, greasy",jlpt-n2
こっそり,"stealthily, secretly",こっそり,"Adverb, Adverb taking the 'to' particle",,jlpt-n2
メニュー,menu,メニュー,Noun,"schedule, program, programme; (computer) menu",jlpt-n2 jlpt-n2
汚す,"to pollute, to contaminate, to soil, to make dirty, to stain",汚[よご]す,"Godan verb with su ending, Transitive verb","to disgrace, to dishonour, to dishonor, to defile",jlpt-n2 jlpt-n1 jlpt-n2 jlpt-n1
逸れる,"to turn away, to bear off, to veer away, to swerve from, to miss (e.g. a target)",逸[そ]れる,"Ichidan verb, intransitive verb","to deviate (e.g. of a conversation), to digress, to to go astray, to wander",jlpt-n2
痺れる,"to become numb, to go to sleep (e.g. a limb)",痺[しび]れる,"Ichidan verb, intransitive verb","to get an electric shock, to tingle (from an electric shock); to be excited, to be titillated, to be mesmerized, to be enthralled",jlpt-n2 jlpt-n1
ニコニコ,"with a friendly grin, smilingly",ニコニコ,"Adverb, Adverb taking the 'to' particle, Suru verb",,jlpt-n2
どうせ,"anyhow, in any case, at any rate, after all, at all, no matter what",どうせ,Adverb,"at best, at most",jlpt-n2
呆れる,"to be amazed, to be shocked, to be astonished, to be astounded, to be disgusted, to be exasperated",呆[あき]れる,"Ichidan verb, intransitive verb",,jlpt-n2 jlpt-n1
退く,"to step aside, to move (i.e. out of the way), to make way",退[ど]く,"Godan verb with ku ending, intransitive verb","to resign, to retire, to quit, to secede",jlpt-n2
レベル,"level, standard, amount, degree, grade, rank, class",レベル,Noun,"level (plane), floor, storey (story), layer, stratum; spirit level, (surveyor's) level; minor release sequence number (software versioning); rebel",jlpt-n2
バック,back,バック,Noun,"backing, going backwards, reversing; background, background colour (color); backhand; backer, supporter; refunding; backstroke (swimming); doggy style (sexual position)",jlpt-n2
まあまあ,"so-so, passable",まあまあ,"Na-adjective, Adverb","now, now; my, my",jlpt-n2 jlpt-n2
ピストル,pistol,ピストル,Noun,,jlpt-n2
クリーニング,"cleaning, dry cleaning, laundry service",クリーニング,"Noun, Suru verb",,jlpt-n2
退ける,"to put something out of the way, to move (something, someone) aside",退[の]ける,"Ichidan verb, Transitive verb","to remove, to exclude, to take away; to set aside, to keep apart; to remove (someone) from the group, to shun; to do well despite difficulties, to accomplish despite adversity; to do resolutely, to do boldly",jlpt-n2
すっきり,"refreshingly, with a feeling of relief, pleasantly, (a weight) off one's shoulder",すっきり,"Adverb, Adverb taking the 'to' particle, Suru verb","shapely, neatly, refinedly; cleanly, without trouble; clearly, plainly, distinctly; completely, thoroughly; not at all (with negative sentence), not even slightly",jlpt-n2
ラッシュアワー,rush hour,ラッシュアワー,Noun,,jlpt-n2
ランチ,lunch,ランチ,Noun,"(Western-style) single-plate lunch set, plate lunch, lunch set; launch (boat), motorboat; ranch",jlpt-n2
カーブ,"curve, turn, bend",カーブ,"Noun, Suru verb","curveball, curve ball; (wine) cellar",jlpt-n2
コック,"cook, chef",コック,Noun,"tap, spigot, faucet, cock; cock (male fowl); cock (penis)",jlpt-n2
スチュワーデス,"stewardess, (female) flight attendant",スチュワーデス,Noun,,jlpt-n2
シーズン,season (period in which regulated games are played),シーズン,Noun,"season (division of the year); season (of a TV show, etc.); season (for doing something, e.g. ski season, entrance examination season)",jlpt-n2
疾っくに,"long ago, already, a long time ago",疾[と]っくに,Adverb,,jlpt-n2 jlpt-n1
凭れる,"to lean against, to lean on, to recline on",凭[もた]れる,"Ichidan verb, intransitive verb","to lie heavy (on the stomach), to be uneasily digested",jlpt-n2 jlpt-n1
メーター,"meter, gauge",メーター,Noun,"metre (i.e. 100 cm), meter; animator",jlpt-n2
モーター,motor,モーター,Noun,,jlpt-n2
嚏,sneeze,嚏[くしゃみ],Noun,spoken twice in response to someone sneezing as a charm against an early death,jlpt-n2 jlpt-n1
ロビー,"lobby, lounge",ロビー,Noun,,jlpt-n2
クーラー,"cooler, air conditioner",クーラー,Noun,,jlpt-n2
日当たり,"exposure to the sun, sunny place",日当[ひあ]たり,Noun,per day,jlpt-n2
ダブル,double,ダブル,"Noun, No-adjective","double bed, hotel room with a double bed; double-breasted; double-cuffed; double width (of cloth; usu. 1.42 meters); doubles (e.g. in tennis); biracial person (esp. half-Japanese), person of mixed parentage",jlpt-n2
マイナス,"minus, negative (quantity), subtraction, taking away",マイナス,"Noun, Suru verb, No-adjective","deficit; disadvantage, drawback, handicap; negative (ion, pole, growth, image, effect, etc.)",jlpt-n2
カラー,collar,カラー,Noun,"color, colour; hair colouring (coloring); calla (variety of arum lily)",jlpt-n2
潰れる,"to be crushed, to be smashed, to be broken, to collapse",潰[つぶ]れる,"Ichidan verb, intransitive verb","to become useless, to cease functioning, to be wasted (e.g. time); to go bankrupt, to go out of business, to fail",jlpt-n2
船便,"surface mail (ship), sea mail",船便[ふなびん],Noun,"ferry service, steamer service",jlpt-n2 jlpt-n2
ぴかぴか,"with a glitter, with a sparkle",ぴかぴか,"Adverb taking the 'to' particle, Adverb, No-adjective, Na-adjective, Suru verb","brand new, shiny and new",jlpt-n2
滑らす,"to shift, to slide (e.g. something away from something else), to move (e.g. something out of the way)",滑[ず]らす,"Godan verb with su ending, Transitive verb","to put off, to delay, to postpone, to stagger (e.g. working hours)",jlpt-n2
トレーニング,training,トレーニング,"Noun, Suru verb",,jlpt-n2
狡い,"sly, cunning, sneaky, crafty, unfair, dishonest",狡[ずる]い,I-adjective,"miserly, mean, stingy",jlpt-n2
草臥れる,"to get tired, to be exhausted",草臥[くたび]れる,"Ichidan verb, intransitive verb","to wear out, to be battered from long use",jlpt-n2 jlpt-n1
シャッター,(camera) shutter,シャッター,Noun,"shutter (for a door, window, etc.)",jlpt-n2
パンツ,"underpants, pants, briefs, panties, shorts, knickers",パンツ,Noun,"trousers (esp. women's), jodhpurs, breeches, pants, trunks (e.g. swimming)",jlpt-n2 jlpt-n2
捻る,"to twist, to wrench, to turn (a switch on or off, etc.), to wring (a neck)",捻[ひね]る,"Godan verb with ru ending, Transitive verb",to puzzle over; to defeat easily,jlpt-n2
秤,"scales, weighing machine",秤[はかり],Noun,,jlpt-n2
ベテラン,"person with a lot of experience, old hand, veteran (in a particular field)",ベテラン,"Noun, No-adjective",,jlpt-n2
モダン,modern,モダン,"Na-adjective, Noun",,jlpt-n2
レクリエーション,recreation,レクリエーション,Noun,re-creation,jlpt-n2 jlpt-n1
ぎっしり,"tightly (packed), densely, closely, crammed",ぎっしり,"Adverb, Adverb taking the 'to' particle",,jlpt-n2
くっ付ける,"to attach, to stick together, to paste, to glue",くっ 付[つ]ける,Ichidan verb,"to place together, to put side-by-side; to make someone get married, to get someone hitched",jlpt-n2 jlpt-n1
マフラー,"muffler, scarf, comforter",マフラー,Noun,"muffler (for a vehicle exhaust), silencer",jlpt-n2 jlpt-n2
お陰様で,"(I'm fine) thank you, thanks to you, fortunately, under the gods' shadow",お 陰様[かげさま]で,Expression,,jlpt-n2 jlpt-n1
プリント,"print, copy",プリント,"Noun, Suru verb","handout, flyer",jlpt-n2 jlpt-n2
冷ます,"to cool (e.g. from a high temperature to room temperature), to let cool",冷[さ]ます,"Godan verb with su ending, Transitive verb","to dampen, to throw a damper on, to spoil",jlpt-n2
めっきり,remarkably,めっきり,Adverb,,jlpt-n2
ワンピース,dress,ワンピース,"Noun, No-adjective",,jlpt-n2
そそっかしい,"careless, thoughtless, hasty, rash",そそっかしい,I-adjective,,jlpt-n2
洒落,"joke, pun, jest, witticism, wordplay",洒落[しゃれ],Noun,"smartly dressed, stylish, fashion-conscious, refined",jlpt-n2
うろうろ,"restlessly, aimlessly, without purpose",うろうろ,"Adverb, Adverb taking the 'to' particle","to loiter, to drift, to hang about doing nothing, to wander aimlessly, to be restless; to be restless, to fuss, to be in a fidget",jlpt-n2
カセット,cassette (tape),カセット,Noun,game cartridge,jlpt-n2
エチケット,"politeness, good manners, courtesy, etiquette",エチケット,Noun,,jlpt-n2
フワフワ,"lightly (floating, drifting, etc.), buoyantly",フワフワ,"Adverb taking the 'to' particle, Adverb","soft, fluffy, spongy; unsteadily, flightily, fickly, frivolously",jlpt-n2
のろのろ,"slowly, sluggishly",のろのろ,"Adverb, Adverb taking the 'to' particle, Suru verb",,jlpt-n2
コンセント,"electrical outlet, wall socket, power plug",コンセント,Noun,,jlpt-n2
ランニング,running,ランニング,Noun,tank top,jlpt-n2
しゃがむ,"to squat, to crouch",しゃがむ,"Godan verb with mu ending, intransitive verb",,jlpt-n2
スクール,school,スクール,Noun,,jlpt-n2
ナンバー,number,ナンバー,Noun,"number plate, license plate",jlpt-n2
発条,"spring (e.g. coil, leaf), mainspring, power spring",発条[ばね],Noun,,jlpt-n2 jlpt-n1
初めに,"first, firstly, first of all, to begin with, in the beginning, at the beginning",初[はじ]めに,Expression,"Introduction, Preface",jlpt-n2
一通り,"generally, in the main, briefly (look over, explain, etc.), roughly, more or less",一通[ひととお]り,"Adverbial noun, No-adjective","(more or less) everything, all parts, bit of everything, whole process; ordinary, usual, average, common; one method",jlpt-n2
目次,table of contents,目次[もくじ],Noun,,jlpt-n2
小数,"fraction (part of), decimal fraction",小数[しょうすう],"Noun, No-adjective",,jlpt-n2
振り仮名,"furigana, kana over or beside kanji to indicate pronunciation",振[ふ]り 仮名[がな],Noun,,jlpt-n2
整数,integer,整数[せいすう],"Noun, No-adjective",,jlpt-n2
緯度,latitude (nav.),緯度[いど],"Noun, No-adjective",,jlpt-n2
五十音,the Japanese syllabary,五十音[ごじゅうおん],Noun,,jlpt-n2
襖,"fusuma, Japanese sliding screen",襖[ふすま],Noun,,jlpt-n2
草履,"zōri, traditional Japanese thronged sandals",草履[ぞうり],Noun,,jlpt-n2
送り仮名,"kana written after a kanji to complete the full (usually kun) reading of the word, declensional kana ending",送[おく]り 仮名[がな],Noun,,jlpt-n2
剃刀,razor,剃刀[かみそり],Noun,,jlpt-n2
三日月,"new moon, crescent moon",三日月[みかづき],Noun,,jlpt-n2 jlpt-n1
符号,"sign, mark, symbol, code",符号[ふごう],Noun,"sign (e.g. positive, negative)",jlpt-n2
分数,fraction,分数[ぶんすう],"Noun, No-adjective",,jlpt-n2
平仮名,"hiragana, cursive Japanese syllabary used primarily for native Japanese words (esp. function words, inflections, etc.)",平仮名[ひらがな],Noun,,jlpt-n2
片仮名,"katakana, angular Japanese syllabary used primarily for loanwords",片仮名[かたかな],Noun,,jlpt-n2
方程式,"equation, formula",方程式[ほうていしき],Noun,"method for solving a problem, set way of achieving a particular result",jlpt-n2
牧畜,stock-farming,牧畜[ぼくちく],Noun,,jlpt-n2
どっと,"bursting out (laughter), breaking out (applause), roaring, whooping",どっと,Adverb,"in a rush, in a surge, flooding in, pouring in; suddenly, all of a sudden",jlpt-n2
えっと,"let me see, well, errr ..., uhh ...",えっと,,,jlpt-n2
せっせと,"diligently, assiduously, industriously, beavering away",せっせと,Adverb,,jlpt-n2
ウェイトレス,waitress,ウェイトレス,Noun,,jlpt-n2 jlpt-n1
